id,status_group
71114,non functional
48596,functional needs repair
12571,functional
23249,non functional
15606,functional
22941,functional needs repair
63544,non functional
65483,non functional
24859,non functional
50004,non functional
26180,functional
25677,functional
7806,functional
42941,functional
46795,non functional
21682,functional needs repair
53244,non functional
46016,non functional
56537,non functional
57183,functional needs repair
71758,functional needs repair
57645,functional
21981,functional
30118,functional
34419,non functional
646,functional
40521,non functional
31158,non functional
41396,functional needs repair
72673,functional
47571,functional
819,non functional
10881,functional
3810,functional needs repair
7012,non functional
25928,functional needs repair
57357,functional needs repair
68059,non functional
52523,functional needs repair
20022,non functional
35242,non functional
5772,functional
68411,functional needs repair
22773,functional
30840,functional
34085,non functional
11864,functional
11913,functional
11340,non functional
22905,functional needs repair
74212,functional needs repair
3420,functional needs repair
49412,functional
54054,functional needs repair
34444,functional needs repair
39470,non functional
23901,non functional
66573,functional needs repair
57779,functional
40835,functional
50316,non functional
37342,functional
5566,non functional
60737,non functional
57943,non functional
66476,functional
59939,functional needs repair
72408,functional needs repair
11873,functional
48702,functional
7015,functional
12932,functional
28055,functional needs repair
36746,functional
70432,non functional
32209,non functional
65582,non functional
32082,non functional
62792,functional
45653,functional needs repair
2961,non functional
865,functional
73028,non functional
62864,functional
66136,non functional
48998,functional
48514,functional
15090,non functional
62509,functional needs repair
17001,functional
16442,functional
32264,non functional
25727,functional
19946,non functional
2067,functional needs repair
7533,functional needs repair
65221,functional needs repair
54802,non functional
71245,functional needs repair
56479,functional
25532,non functional
52859,functional
26502,functional
15117,functional
62162,non functional
24291,non functional
51849,non functional
36701,functional
20985,functional
19748,functional
37505,non functional
11439,functional needs repair
14217,functional
36525,functional needs repair
63725,non functional
37482,non functional
21715,functional
72903,non functional
38794,functional
30054,functional
65097,non functional
41517,functional
14239,non functional
48270,functional needs repair
67159,functional
29086,functional
26104,non functional
11498,functional needs repair
44768,non functional
19116,non functional
15023,non functional
40676,functional
8210,non functional
33076,functional
56754,non functional
30889,functional
46522,functional needs repair
11557,functional
27438,functional
4104,non functional
65080,non functional
69215,non functional
36505,functional needs repair
9490,non functional
20545,functional needs repair
26335,functional needs repair
20696,functional
38555,non functional
62469,functional needs repair
52442,non functional
39356,functional
57625,functional
51228,non functional
22062,non functional
3390,non functional
52933,functional
64378,functional
27382,functional needs repair
24366,non functional
584,functional
29605,functional
47843,non functional
32981,functional needs repair
23712,functional
36757,functional
2505,functional
56157,functional needs repair
62541,functional
48317,functional needs repair
33697,functional
23739,non functional
38956,functional needs repair
47565,non functional
22228,non functional
46096,functional
71805,non functional
37621,functional
58278,non functional
11057,functional needs repair
29557,non functional
16939,non functional
60804,functional needs repair
15704,non functional
48807,functional needs repair
